700,42.12719892
712.2727273,40.71177267
720.8264463,37.8037889
733.8429752,39.46549391
745,43.61975643
749.4628099,45.28146143
760.2479339,40.71177267
771.4049587,35.72665765
782.5619835,33.23410014
791.4876033,33.23410014
799.2975207,33.23410014
805.2479339,32.81867388
814.1735537,35.72665765
823.8429752,39.88092016
835.7438017,45.28146143
840.2066116,49.8511502
845.4132231,48.1894452
849.5041322,50.68200271
858.4297521,56.49797023
864.7520661,64.39106901
868.8429752,68.54533153
877.768595,69.37618403
881.8595041,73.1150203
889.6694215,100.5331529
893.0165289,108.0108254
895.9917355,117.9810555
896.7355372,126.7050068
900.0826446,135.8443843
906.4049587,149.1380244
910.4958678,161.6008119
917.1900826,181.1258457
920.5371901,184.864682
930.2066116,171.9864682
935.0413223,152.8768606
939.8760331,141.6603518
943.2231405,130.8592693
949.1735537,119.6427605
954.0082645,114.2422192
959.5867769,110.0879567
969.6280992,116.3193505
